district_id,district_name,school_id,school,pct_fr
10,MAPLETON 1,187,MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS,0.6559999999999999
10,MAPLETON 1,212,MAPLETON EARLY COLLEGE HIGH SCHOOL,0.69
10,MAPLETON 1,263,GLOBAL LEADERSHIP ACADEMY,0.9059999999999999
10,MAPLETON 1,309,SKYVIEW ACADEMY HIGH SCHOOL,0.733
10,MAPLETON 1,501,MONTEREY COMMUNITY SCHOOL,0.8079999999999999
10,MAPLETON 1,502,MEADOW COMMUNITY SCHOOL,0.762
10,MAPLETON 1,503,YORK INTERNATIONAL,0.732
10,MAPLETON 1,504,WELBY MONTESSORI SCHOOL,0.7829999999999999
10,MAPLETON 1,505,ACHIEVE ACADEMY,0.833
10,MAPLETON 1,506,EXPLORE ELEMENTARY,0.6779999999999999
10,MAPLETON 1,507,ADVENTURE ELEMENTARY,0.909
10,MAPLETON 1,509,CLAYTON PARTNERSHIP SCHOOL,0.765
10,MAPLETON 1,1796,COLORADO CONNECTIONS ACADEMY,0.40399999999999997
10,MAPLETON 1,4699,THE NEW AMERICA SCHOOL,0.667
10,MAPLETON 1,6315,NORTH VALLEY SCHOOL FOR YOUNG ADULTS,0.627
10,MAPLETON 1,9036,VALLEY VIEW K-8,0.703
20,ADAMS 12 FIVE STAR SCHOOLS,14,GLACIER PEAK ELEMENTARY SCHOOL,0.32799999999999996
20,ADAMS 12 FIVE STAR SCHOOLS,15,ACADEMY OF CHARTER SCHOOLS,0.155
20,ADAMS 12 FIVE STAR SCHOOLS,57,ROCKY TOP MIDDLE SCHOOL,0.129
20,ADAMS 12 FIVE STAR SCHOOLS,59,MERIDIAN ELEMENTARY SCHOOL,0.035
20,ADAMS 12 FIVE STAR SCHOOLS,210,VANTAGE POINT,0.374
20,ADAMS 12 FIVE STAR SCHOOLS,301,ARAPAHOE RIDGE ELEMENTARY SCHOOL,0.293
20,ADAMS 12 FIVE STAR SCHOOLS,1388,CENTENNIAL ELEMENTARY SCHOOL,0.534
20,ADAMS 12 FIVE STAR SCHOOLS,1480,CENTURY MIDDLE SCHOOL,0.254
