district_id,district_name,school_id,school,pct_fr
10.0,MAPLETON 1,187.0,MAPLETON EXPEDITIONARY SCHOOL OF THE ARTS,0.6559999999999999
10.0,MAPLETON 1,212.0,MAPLETON EARLY COLLEGE HIGH SCHOOL,0.69
10.0,MAPLETON 1,263.0,GLOBAL LEADERSHIP ACADEMY,0.9059999999999999
10.0,MAPLETON 1,309.0,SKYVIEW ACADEMY HIGH SCHOOL,0.733
10.0,MAPLETON 1,501.0,MONTEREY COMMUNITY SCHOOL,0.8079999999999999
10.0,MAPLETON 1,502.0,MEADOW COMMUNITY SCHOOL,0.762
10.0,MAPLETON 1,503.0,YORK INTERNATIONAL,0.732
10.0,MAPLETON 1,504.0,WELBY MONTESSORI SCHOOL,0.7829999999999999
10.0,MAPLETON 1,505.0,ACHIEVE ACADEMY,0.833
10.0,MAPLETON 1,506.0,EXPLORE ELEMENTARY,0.6779999999999999
10.0,MAPLETON 1,507.0,ADVENTURE ELEMENTARY,0.909
10.0,MAPLETON 1,509.0,CLAYTON PARTNERSHIP SCHOOL,0.765
10.0,MAPLETON 1,1796.0,COLORADO CONNECTIONS ACADEMY,0.40399999999999997
10.0,MAPLETON 1,4699.0,THE NEW AMERICA SCHOOL,0.667
10.0,MAPLETON 1,6315.0,NORTH VALLEY SCHOOL FOR YOUNG ADULTS,0.627
10.0,MAPLETON 1,9036.0,VALLEY VIEW K-8,0.703
20.0,ADAMS 12 FIVE STAR SCHOOLS,14.0,GLACIER PEAK ELEMENTARY SCHOOL,0.32799999999999996
20.0,ADAMS 12 FIVE STAR SCHOOLS,15.0,ACADEMY OF CHARTER SCHOOLS,0.155
20.0,ADAMS 12 FIVE STAR SCHOOLS,57.0,ROCKY TOP MIDDLE SCHOOL,0.129
20.0,ADAMS 12 FIVE STAR SCHOOLS,59.0,MERIDIAN ELEMENTARY SCHOOL,0.035
20.0,ADAMS 12 FIVE STAR SCHOOLS,210.0,VANTAGE POINT,0.374
20.0,ADAMS 12 FIVE STAR SCHOOLS,301.0,ARAPAHOE RIDGE ELEMENTARY SCHOOL,0.293
20.0,ADAMS 12 FIVE STAR SCHOOLS,1388.0,CENTENNIAL ELEMENTARY SCHOOL,0.534
20.0,ADAMS 12 FIVE STAR SCHOOLS,1480.0,CENTURY MIDDLE SCHOOL,0.254
20.0,ADAMS 12 FIVE STAR SCHOOLS,1519.0,STARGATE CHARTER SCHOOL,0.034
20.0,ADAMS 12 FIVE STAR SCHOOLS,1752.0,COLORADO VIRTUAL ACADEMY (COVA),0.191
20.0,ADAMS 12 FIVE STAR SCHOOLS,1878.0,CORONADO HILLS ELEMENTARY SCHOOL,0.894
20.0,ADAMS 12 FIVE STAR SCHOOLS,1914.0,COTTON CREEK ELEMENTARY SCHOOL,0.221
20.0,ADAMS 12 FIVE STAR SCHOOLS,1937.0,COYOTE RIDGE ELEMENTARY SCHOOL,0.044000000000000004
20.0,ADAMS 12 FIVE STAR SCHOOLS,2361.0,EAGLEVIEW ELEMENTARY SCHOOL,0.22399999999999998
20.0,ADAMS 12 FIVE STAR SCHOOLS,2410.0,TARVER ELEMENTARY SCHOOL,0.165
20.0,ADAMS 12 FIVE STAR SCHOOLS,2576.0,CHERRY DRIVE ELEMENTARY SCHOOL,0.34600000000000003
20.0,ADAMS 12 FIVE STAR SCHOOLS,2578.0,SKYVIEW ELEMENTARY SCHOOL,0.307
20.0,ADAMS 12 FIVE STAR SCHOOLS,2580.0,HUNTERS GLEN ELEMENTARY SCHOOL,0.17600000000000002
20.0,ADAMS 12 FIVE STAR SCHOOLS,2582.0,ROCKY MOUNTAIN ELEMENTARY SCHOOL,0.741
20.0,ADAMS 12 FIVE STAR SCHOOLS,2584.0,RIVERDALE ELEMENTARY SCHOOL,0.4
20.0,ADAMS 12 FIVE STAR SCHOOLS,2918.0,FEDERAL HEIGHTS ELEMENTARY SCHOOL,0.961
20.0,ADAMS 12 FIVE STAR SCHOOLS,4000.0,HILLCREST ELEMENTARY SCHOOL,0.6759999999999999
20.0,ADAMS 12 FIVE STAR SCHOOLS,4108.0,HORIZON HIGH SCHOOL,0.099
20.0,ADAMS 12 FIVE STAR SCHOOLS,4172.0,HULSTROM OPTIONS K-8 SCHOOL,0.085
20.0,ADAMS 12 FIVE STAR SCHOOLS,4187.0,SILVER HILLS MIDDLE SCHOOL,0.429
20.0,ADAMS 12 FIVE STAR SCHOOLS,5043.0,LEGACY HIGH SCHOOL,0.152
20.0,ADAMS 12 FIVE STAR SCHOOLS,5058.0,LEROY DRIVE ELEMENTARY SCHOOL,0.586
20.0,ADAMS 12 FIVE STAR SCHOOLS,5418.0,MALLEY DRIVE ELEMENTARY SCHOOL,0.67
20.0,ADAMS 12 FIVE STAR SCHOOLS,5706.0,MC ELWAIN ELEMENTARY SCHOOL,0.9470000000000001
20.0,ADAMS 12 FIVE STAR SCHOOLS,5814.0,THORNTON MIDDLE SCHOOL,0.877
20.0,ADAMS 12 FIVE STAR SCHOOLS,5816.0,THORNTON HIGH SCHOOL,0.379
20.0,ADAMS 12 FIVE STAR SCHOOLS,6060.0,MOUNTAIN RANGE HIGH SCHOOL,0.256
20.0,ADAMS 12 FIVE STAR SCHOOLS,6150.0,MOUNTAIN VIEW ELEMENTARY SCHOOL,0.253
20.0,ADAMS 12 FIVE STAR SCHOOLS,6342.0,SHADOW RIDGE MIDDLE SCHOOL,0.35600000000000004
20.0,ADAMS 12 FIVE STAR SCHOOLS,6355.0,NORTH MOR ELEMENTARY SCHOOL,0.804
20.0,ADAMS 12 FIVE STAR SCHOOLS,6376.0,NORTH STAR ELEMENTARY SCHOOL,0.91
20.0,ADAMS 12 FIVE STAR SCHOOLS,6398.0,NORTHGLENN MIDDLE SCHOOL,0.6679999999999999
20.0,ADAMS 12 FIVE STAR SCHOOLS,6402.0,NORTHGLENN HIGH SCHOOL,0.336
20.0,ADAMS 12 FIVE STAR SCHOOLS,6830.0,NIVER CREEK MIDDLE SCHOOL,0.8959999999999999
20.0,ADAMS 12 FIVE STAR SCHOOLS,7155.0,PRAIRIE HILLS ELEMENTARY SCHOOL,0.084
20.0,ADAMS 12 FIVE STAR SCHOOLS,7795.0,SILVER CREEK ELEMENTARY,0.067
20.0,ADAMS 12 FIVE STAR SCHOOLS,8211.0,THE STUDIO SCHOOL,0.321
20.0,ADAMS 12 FIVE STAR SCHOOLS,8225.0,STELLAR ELEMENTARY SCHOOL,0.369
20.0,ADAMS 12 FIVE STAR SCHOOLS,8275.0,STEM SCHOOL,0.214
20.0,ADAMS 12 FIVE STAR SCHOOLS,8361.0,STUKEY ELEMENTARY SCHOOL,0.764
20.0,ADAMS 12 FIVE STAR SCHOOLS,8842.0,THORNTON ELEMENTARY SCHOOL,0.863
20.0,ADAMS 12 FIVE STAR SCHOOLS,9431.0,WESTGATE CHARTER,0.009000000000000001
20.0,ADAMS 12 FIVE STAR SCHOOLS,9444.0,WESTLAKE MIDDLE SCHOOL,0.285
20.0,ADAMS 12 FIVE STAR SCHOOLS,9494.0,WESTVIEW ELEMENTARY SCHOOL,0.54
20.0,ADAMS 12 FIVE STAR SCHOOLS,9682.0,WOODGLEN ELEMENTARY SCHOOL,0.423
30.0,ADAMS COUNTY 14,20.0,ADAMS CITY MIDDLE SCHOOL,0.9
30.0,ADAMS COUNTY 14,22.0,LESTER R ARNOLD HIGH SCHOOL,0.513
30.0,ADAMS COUNTY 14,24.0,ADAMS CITY HIGH SCHOOL,0.737
30.0,ADAMS COUNTY 14,186.0,ALSUP ELEMENTARY SCHOOL,0.878
30.0,ADAMS COUNTY 14,1426.0,CENTRAL ELEMENTARY SCHOOL,0.8690000000000001
30.0,ADAMS COUNTY 14,1882.0,COMMUNITY LEADERSHIP ACADEMY,0.872
30.0,ADAMS COUNTY 14,2308.0,DUPONT ELEMENTARY SCHOOL,0.919
30.0,ADAMS COUNTY 14,4516.0,KEARNEY MIDDLE SCHOOL,0.877
30.0,ADAMS COUNTY 14,4536.0,KEMP ELEMENTARY SCHOOL,0.907
30.0,ADAMS COUNTY 14,5982.0,MONACO ELEMENTARY SCHOOL,0.922
30.0,ADAMS COUNTY 14,6534.0,HANSON PREK-8 SCHOOL,0.919
30.0,ADAMS COUNTY 14,7500.0,ROSE HILL ELEMENTARY SCHOOL,0.903
40.0,BRIGHTON 27J,700.0,BELLE CREEK CHARTER SCHOOL,0.34700000000000003
40.0,BRIGHTON 27J,1021.0,BRIGHTON HERITAGE ACADEMY,0.483
40.0,BRIGHTON 27J,1022.0,BRIGHTON HIGH SCHOOL,0.138
40.0,BRIGHTON 27J,1052.0,BROMLEY EAST CHARTER SCHOOL,0.23600000000000002
40.0,BRIGHTON 27J,2399.0,EAGLE RIDGE ACADEMY,0.364
40.0,BRIGHTON 27J,2945.0,FOUNDATIONS ACADEMY,0.1
40.0,BRIGHTON 27J,3900.0,HENDERSON ELEMENTARY SCHOOL,0.46399999999999997
40.0,BRIGHTON 27J,4950.0,LANDMARK ACADEMY AT REUNION,0.096
40.0,BRIGHTON 27J,5615.0,MARY E PENNOCK ELEMENTARY SCHOOL,0.386
40.0,BRIGHTON 27J,6294.0,NORTH ELEMENTARY SCHOOL,0.8290000000000001
40.0,BRIGHTON 27J,6395.0,NORTHEAST ELEMENTARY SCHOOL,0.5479999999999999
40.0,BRIGHTON 27J,6638.0,OVERLAND TRAIL MIDDLE SCHOOL,0.44299999999999995
40.0,BRIGHTON 27J,6702.0,OTHO E STUART MIDDLE SCHOOL,0.321
40.0,BRIGHTON 27J,7129.0,PRAIRIE VIEW HIGH SCHOOL,0.33299999999999996
40.0,BRIGHTON 27J,7131.0,PRAIRIE VIEW MIDDLE SCHOOL,0.375
40.0,BRIGHTON 27J,7714.0,SECOND CREEK ELEMENTARY SCHOOL,0.335
40.0,BRIGHTON 27J,8032.0,JOHN W THIMMIG ELEMENTARY SCHOOL,0.32799999999999996
40.0,BRIGHTON 27J,8060.0,SOUTH ELEMENTARY SCHOOL,0.6609999999999999
40.0,BRIGHTON 27J,8130.0,SOUTHEAST ELEMENTARY SCHOOL,0.48200000000000004
40.0,BRIGHTON 27J,8820.0,TURNBERRY ELEMENTARY,0.242
40.0,BRIGHTON 27J,9230.0,VIKAN MIDDLE SCHOOL,0.532
40.0,BRIGHTON 27J,9426.0,WEST RIDGE ELEMENTARY,0.156
50.0,BENNETT 29J,770.0,BENNETT ELEMENTARY SCHOOL,0.424
50.0,BENNETT 29J,774.0,BENNETT MIDDLE SCHOOL,0.32
50.0,BENNETT 29J,775.0,BENNETT HIGH SCHOOL,0.255
50.0,BENNETT 29J,1889.0,CORRIDOR COMMUNITY ACADEMY,0.0
60.0,STRASBURG 31J,7133.0,PRAIRIE CREEKS CHARTER SCHOOL,0.5
60.0,STRASBURG 31J,8328.0,STRASBURG ELEMENTARY SCHOOL,0.237
60.0,STRASBURG 31J,8332.0,HEMPHILL MIDDLE SCHOOL,0.187
60.0,STRASBURG 31J,8334.0,STRASBURG HIGH SCHOOL,0.17
70.0,WESTMINSTER 50,1622.0,CLARA E. METZ ELEMENTARY SCHOOL,0.8390000000000001
70.0,WESTMINSTER 50,2035.0,CROWN POINTE CHARTER ACADEMY,0.447
70.0,WESTMINSTER 50,2876.0,FAIRVIEW ELEMENTARY SCHOOL,0.85
70.0,WESTMINSTER 50,3144.0,FRANCIS M. DAY ELEMENTARY SCHOOL,0.878
70.0,WESTMINSTER 50,3792.0,HARRIS PARK ELEMENTARY SCHOOL,0.856
70.0,WESTMINSTER 50,3931.0,HIDDEN LAKE HIGH SCHOOL,0.655
70.0,WESTMINSTER 50,4465.0,JOSEPHINE HODGKINS ELEMENTARY SCHOOL,0.86
70.0,WESTMINSTER 50,5388.0,M. SCOTT CARPENTER MIDDLE SCHOOL,0.907
70.0,WESTMINSTER 50,5834.0,MESA ELEMENTARY SCHOOL,0.782
70.0,WESTMINSTER 50,7305.0,IVER C. RANUM MIDDLE SCHOOL,0.856
70.0,WESTMINSTER 50,7810.0,FLYNN ELEMENTARY SCHOOL,0.684
70.0,WESTMINSTER 50,7812.0,SHAW HEIGHTS MIDDLE SCHOOL,0.7979999999999999
70.0,WESTMINSTER 50,7860.0,SHERRELWOOD ELEMENTARY SCHOOL,0.8220000000000001
70.0,WESTMINSTER 50,7952.0,SKYLINE VISTA ELEMENTARY SCHOOL,0.892
70.0,WESTMINSTER 50,8406.0,SUNSET RIDGE ELEMENTARY SCHOOL,0.7929999999999999
70.0,WESTMINSTER 50,8798.0,TENNYSON KNOLLS ELEMENTARY SCHOOL,0.8240000000000001
70.0,WESTMINSTER 50,9462.0,WESTMINSTER ELEMENTARY SCHOOL,0.847
70.0,WESTMINSTER 50,9466.0,WESTMINSTER HIGH SCHOOL,0.7390000000000001
100.0,ALAMOSA RE-11J,114.0,ORTEGA MIDDLE SCHOOL,0.7090000000000001
100.0,ALAMOSA RE-11J,118.0,ALAMOSA HIGH SCHOOL,0.568
100.0,ALAMOSA RE-11J,119.0,ALAMOSA OPEN SCHOOL,0.591
100.0,ALAMOSA RE-11J,944.0,BOYD ELEMENTARY SCHOOL,0.748
100.0,ALAMOSA RE-11J,2402.0,POLSTON ELEMENTARY SCHOOL,0.855
100.0,ALAMOSA RE-11J,2818.0,EVANS ELEMENTARY SCHOOL,0.7390000000000001
110.0,SANGRE DE CRISTO RE-22J,7626.0,SANGRE DE CRISTO ELEMENTARY SCHOOL,0.65
110.0,SANGRE DE CRISTO RE-22J,7630.0,SANGRE DE CRISTO UNDIVIDED HIGH SCHOOL,0.547
120.0,ENGLEWOOD 1,206.0,COLORADO'S FINEST ALTERNATIVE HIGH SCHOOL,0.39
120.0,ENGLEWOOD 1,1514.0,CHARLES HAY WORLD SCHOOL,0.449
120.0,ENGLEWOOD 1,1556.0,CHERRELYN ELEMENTARY SCHOOL,0.682
120.0,ENGLEWOOD 1,1652.0,CLAYTON ELEMENTARY SCHOOL,0.6990000000000001
120.0,ENGLEWOOD 1,2746.0,ENGLEWOOD HIGH SCHOOL,0.425
120.0,ENGLEWOOD 1,2750.0,ENGLEWOOD LEADERSHIP ACADEMY,0.265
120.0,ENGLEWOOD 1,2752.0,ENGLEWOOD MIDDLE SCHOOL,0.639
120.0,ENGLEWOOD 1,9620.0,WM E BISHOP ELEMENTARY SCHOOL,0.7829999999999999
123.0,SHERIDAN 2,138.0,ALICE TERRY ELEMENTARY SCHOOL,0.885
123.0,SHERIDAN 2,3054.0,FORT LOGAN ELEMENTARY SCHOOL,0.93
123.0,SHERIDAN 2,7837.0,SHERIDAN MIDDLE SCHOOL,0.8759999999999999
123.0,SHERIDAN 2,7842.0,SHERIDAN HIGH SCHOOL,0.642
130.0,CHERRY CREEK 5,16.0,FOX HOLLOW ELEMENTARY SCHOOL,0.115
130.0,CHERRY CREEK 5,18.0,LIBERTY MIDDLE SCHOOL,0.191
130.0,CHERRY CREEK 5,141.0,SKY VISTA MIDDLE SCHOOL,0.214
130.0,CHERRY CREEK 5,242.0,ANTELOPE RIDGE ELEMENTARY SCHOOL,0.16
130.0,CHERRY CREEK 5,243.0,COYOTE HILLS ELEMENTARY SCHOOL,0.044000000000000004
130.0,CHERRY CREEK 5,348.0,ARROWHEAD ELEMENTARY SCHOOL,0.33899999999999997
130.0,CHERRY CREEK 5,442.0,ASPEN CROSSING ELEMENTARY SCHOOL,0.14300000000000002
130.0,CHERRY CREEK 5,714.0,BELLEVIEW ELEMENTARY SCHOOL,0.11199999999999999
